"","rf.CV","svm.CV","lr.CV"
"1",0.959456212022383,0.944694290912836,0.893199217274881
"2",0.957911359813244,0.946719763809262,0.889800542414776
"3",0.960244438341115,0.945756660258171,0.892852238396045
"4",0.957257621532546,0.94647761603955,0.894088162592694
"5",0.959729469925845,0.946958253227135,0.892268607525405
