"","-1","1","MeanDecreaseAccuracy","MeanDecreaseGini","N"
"corr",54.4604269849865,134.531540208331,78.0812896067328,6638.40191480133,48
"df",67.4373139585607,120.902928152163,84.5255196095165,3154.66437443195,48
"ndai",794.589561109798,76.6381930405492,211.056406691224,10049.970300552,49
"corr",58.9928051562833,112.538548397533,78.459130638507,6471.45209181877,49
"df",80.801106112171,119.022410626599,100.717015925426,3272.09264528012,49
"ndai",742.952317845233,84.7079492351078,221.878424120778,10049.3513788684,50
"corr",53.2205850860581,116.168266522168,73.8064949664835,6564.83919329421,50
"df",73.4671204635736,105.649028707928,91.7102123692006,3126.50197985043,50
"ndai",704.622645081374,81.7586882698961,216.506629668135,9910.08124801561,51
"corr",54.9069008796536,126.390722501456,79.4450729829687,6717.75322571679,51
"df",74.1785497351417,119.101007626896,96.6835795199507,3185.61524971536,51
"ndai",730.052542391463,88.858483976249,232.647505679058,10052.1613213118,52
"corr",56.87292903702,116.225692806402,80.014837435992,6585.55752936187,52
"df",71.1117438864143,119.479750477872,91.5609700930307,3150.47398850911,52
"ndai",798.009000887013,80.8554524139752,217.440630571633,10341.5352693782,53
"corr",57.5663824499917,115.612358039135,75.6598885906721,6300.87410758032,53
"df",76.6028782344925,110.689262964306,94.2383682794717,3182.81386816849,53
"ndai",729.407777128364,83.0209480224213,216.957628585249,9865.01564431312,54
"corr",54.2971408663348,136.152791870384,76.7766331877104,6719.87372965544,54
"df",73.5815660725104,117.263276212542,91.8071299615463,3118.31439409045,54
"ndai",782.728967681795,77.6748256722376,204.306148346523,10132.1720849071,55
"corr",56.3074615615136,119.991671143174,78.6842889712983,6533.72295205913,55
"df",73.2959347754526,106.428121568565,92.2207916857982,3109.6968493003,55
"ndai",686.599474894957,84.8403843154427,221.713642945457,10130.8288242888,56
"corr",53.3329473906967,111.699085411345,74.080163399864,6519.73837813699,56
"df",78.4472631992069,104.070377781176,97.9022942098421,3135.4849893146,56
"ndai",720.633330115779,75.500255798823,206.235889074075,9985.06059375791,57
"corr",50.2987025452729,107.612030474182,68.5363189737614,6477.78881174894,57
"df",79.8069353898508,97.6941739973394,96.0749419235199,3226.33031494694,57
"ndai",707.42235232886,87.6836398830666,227.590564126451,10204.2759694294,58
"corr",53.5717125624205,128.949424660234,77.0558190851685,6477.88615408427,58
"df",68.3845315985794,111.106948057519,84.952199255192,3125.06350971372,58
"ndai",752.268849376522,80.8518246534839,220.348993340094,10401.4138417313,59
"corr",57.3846548902438,112.426594170606,78.3426384252923,6323.20660010998,59
"df",85.0947223094765,114.740699852891,104.722530383649,3103.73468638855,59
"ndai",782.426333141305,77.4302703505821,206.594939971883,9975.19818596861,60
"corr",54.0565400501251,114.545174964278,70.9071954114886,6561.94479338139,60
"df",71.5946224430394,114.674331593603,89.2064480857439,3222.23790943367,60
"ndai",742.913713979844,81.5667249701416,222.612440936898,10300.774691644,61
"corr",58.7415291017524,111.891714949777,79.8775077001876,6260.00795616292,61
"df",81.1276745630924,114.632852093245,100.509116329201,3212.13327789072,61
"ndai",734.013756604235,88.8746948151011,225.824963100525,10033.1192506741,62
"corr",52.5341944805663,104.855607243709,74.2908151365492,6478.04895375523,62
"df",74.4017922118197,112.232465239983,93.3805797863593,3239.12677565285,62
"ndai",759.465413400451,90.0111653323388,226.912099043718,10176.6871209836,63
"corr",54.8604527580389,121.630137068072,77.5212768860964,6541.84004810023,63
"df",70.2727520248067,119.507660660704,88.3751319756561,3046.00978350114,63
"ndai",725.44427950934,68.5824898282408,193.846812879101,10343.737622943,64
"corr",59.5082093711044,119.085587733283,79.1042534666714,6327.74387682025,64
"df",80.9346200329439,112.695405148752,101.879754081274,3059.79313288122,64
"ndai",780.997518149117,83.4719524457024,223.668700413854,10366.6532308515,65
"corr",55.4369194438883,137.640021257573,78.1051001252366,6282.83501729994,65
"df",72.829363028987,101.748429526114,90.9638373230036,3107.67782049785,65
"ndai",756.467447135722,74.6954916440053,207.103628012547,10251.30424617,66
"corr",61.3026879514255,118.529575510886,82.1585884102434,6393.05348048502,66
"df",66.2506833511254,118.385639307993,84.4565860212872,3151.78664890519,66
"ndai",718.427090001913,79.7567635631444,213.596832647416,10358.2959265623,67
"corr",52.5598404866385,108.665017351801,73.3473600483509,6258.10975258999,67
"df",72.345124130261,107.831442961733,90.1425979500486,3145.41206339169,67
"ndai",765.831171271064,82.6483099136927,217.632597757792,10045.8217393804,68
"corr",55.9220867321468,127.464020603321,75.4176479560738,6598.85817495181,68
"df",62.8350460135171,104.371305129094,77.5573331689236,3186.93169954917,68
"ndai",794.139170131638,89.7967446306798,235.976506401664,10109.2096527131,69
"corr",62.66253804829,125.536851240737,85.7868413713711,6426.61098104266,69
"df",74.3765589196907,101.86991333035,91.7014043096348,3186.15143610095,69
"ndai",752.285873138628,83.8535218209066,226.046420656932,10383.925824643,70
"corr",59.9475126686532,128.697812784117,83.8862281853693,6264.71998821901,70
"df",88.2837087104155,109.420247166704,108.44909150658,3141.26483433582,70
"ndai",748.711646566619,81.3435605362809,218.40059928823,10254.0634035584,71
"corr",54.3176269671777,127.152049373565,74.0360305197382,6396.5053904163,71
"df",79.1594287592853,111.657970361326,96.7436361526205,3170.8274348779,71
"ndai",721.725617393958,82.5679370422961,219.89266756507,10479.5836694153,72
"corr",58.1730260817335,129.919781895763,81.4825565955065,6159.05983490442,72
"df",64.0860390519979,110.77277340158,80.1384685499869,3140.05761112411,72
"ndai",733.763524942542,82.6098040957904,220.129865737617,10070.5696036499,73
"corr",59.9869621742768,127.230293653803,84.3480086749348,6465.76514170095,73
"df",76.2837625801576,120.434285199787,96.7402649588334,3240.20820407648,73
"ndai",727.505946373899,97.2093596206924,251.939825287335,10194.2376387982,74
"corr",58.7746606918403,110.586022033219,80.5416214956535,6433.96834780464,74
"df",76.4439457404874,104.359814245803,92.5897784548407,3174.12835960359,74
"ndai",686.360782683795,87.6474371819439,225.236166441412,10429.6140213477,75
"corr",53.9553690948329,123.711163391182,76.7960370421451,6227.30712615974,75
"df",69.6937356699803,106.671596876755,86.6853981635103,3203.94100964014,75
"ndai",746.916160821462,73.4893497587024,202.132691640186,10227.7818722849,76
"corr",59.0804591561179,126.156291200043,79.4784845542615,6393.50910415983,76
"df",81.082564913821,107.373111683705,100.11048931079,3193.08691148071,76
"ndai",750.161783181771,84.1430441862622,224.273208421439,10263.3269315146,77
"corr",55.9505823363008,129.888199586412,80.8457897795564,6162.20880737981,77
"df",74.0103213047717,109.501230644149,93.2772142775212,3279.39821565681,77
"ndai",753.428815248392,84.0852811145823,221.107988708154,10339.2900469794,78
"corr",58.7305609365782,141.397263183709,80.2947110658003,6369.57875483402,78
"df",74.9094328222782,108.523093204208,91.1598528204554,3066.63135892008,78
"ndai",758.15191483586,94.1638682606297,243.348410128346,10046.6018467081,79
"corr",56.3800158067129,127.67174718463,78.8282430861747,6501.92318279802,79
"df",71.0927822296107,115.062972343297,89.3921283309111,3283.24157430802,79
"ndai",756.493800013288,72.7007835948728,198.27518442102,10020.2879107824,80
"corr",56.9828040729705,123.591630468249,76.8552191626627,6557.8568339728,80
"df",66.9816744615337,103.951299148427,84.6134008438479,3122.79859804818,80
"ndai",724.459974101219,91.7593605231996,234.288105744445,10137.4372985239,81
"corr",52.9704655496817,105.54178973353,74.1084231032983,6472.33107182547,81
"df",75.2555274364231,115.520831776216,93.7462484030169,3223.00699874972,81
"ndai",685.703853803644,92.4340941861969,235.885194628825,10242.7019701357,82
"corr",58.5413193093362,122.666296876442,81.0599195892079,6433.85917186769,82
"df",74.8238924522951,109.922595248089,93.317335504694,3145.756471553,82
"ndai",763.055591866869,85.7407542899998,225.955492037839,10575.9542917552,83
"corr",52.8061753360969,116.847634882142,73.3214505349184,6130.40045870727,83
"df",78.9351522116152,112.665796631474,97.9516066195959,3071.12852159407,83
"ndai",728.908846171802,84.2546617604489,218.925942442361,10319.5847056153,84
"corr",50.9031796181744,126.464688395946,73.6115171719369,6246.02066110374,84
"df",73.4029031427038,112.07115015203,93.3185108681184,3189.14390214477,84
"ndai",792.748252551964,63.5448493220416,189.756826643849,10209.4198004777,85
"corr",61.2440015103363,112.753576134988,81.0724933166576,6447.98519515026,85
"df",72.7010082300862,115.031377746644,91.3424817012414,3177.45368932872,85
"ndai",725.748816955691,83.1573996933839,221.373281102952,10120.4674812056,86
"corr",60.6722247216479,112.866170205785,81.8419444270523,6542.7180709348,86
"df",74.1974069275704,115.950075852507,93.3235113302827,3134.0833910449,86
"ndai",731.735296917215,94.0160366585473,245.105953676066,10193.4214647802,87
"corr",55.0375000006092,118.767886192141,78.4433169207634,6404.98001510844,87
"df",70.1062143863328,100.841368240823,88.2621723864701,3138.4219944009,87
"ndai",750.338146539727,86.316229056951,229.590291829878,9987.67576767231,88
"corr",60.6433952745057,123.440455066055,87.1619966962884,6556.1351733641,88
"df",87.6170540725982,113.957113856126,108.835814626255,3202.85415713529,88
"ndai",792.368245504855,56.7576578044949,165.361449512798,9792.43716125511,89
"corr",54.5151379067189,128.318968841335,72.2685853224803,6824.11587613252,89
"df",72.4136709420273,102.057399643719,88.1655863650714,3148.04988232568,89
"ndai",786.868125124276,85.0212028911638,227.257984726228,10065.7620068436,90
"corr",58.1714645248111,121.591322829172,78.8828070722841,6469.39273734221,90
"df",78.0697607536272,106.149790648293,96.965782103066,3282.12802386238,90
"ndai",704.117429292079,83.0349516164871,219.869100161774,10561.6908846164,91
"corr",54.522684029884,113.491875855029,74.6790181778364,5969.76622422754,91
"df",82.5174131216905,118.690324757771,103.064656432477,3224.92211266101,91
"ndai",803.131100958846,71.8079547884145,201.530485106484,10133.846603765,92
"corr",58.6414736227755,106.136722951248,80.6077540245029,6570.9942274307,92
"df",70.4385045584039,93.7269154148819,88.5217758229537,3130.08777083238,92
"ndai",759.69697246141,89.3738742949188,226.800516677926,10278.8713331857,93
"corr",50.1543625277054,111.86233015083,69.5062143115467,6362.14036860155,93
"df",64.1341701052751,100.365357149183,80.4833080219548,3140.3262020612,93
"ndai",784.415447724271,83.3742900041613,222.566834677763,10128.2443366251,94
"corr",56.763029972198,117.376843791675,80.08537034983,6528.71882207942,94
"df",79.9757372232382,103.83069111584,97.2117538578633,3154.71161615527,94
"ndai",737.888058700656,90.9199913700072,235.225254687013,10468.7943498689,95
"corr",56.4458695783701,109.97356691363,78.2973257235221,6165.36751186512,95
"df",75.9590378245773,114.308694644939,95.9009899031002,3200.80195792048,95
"ndai",764.706557119687,86.96935102422,223.747966707783,10164.1339409463,96
"corr",56.7106694941804,124.356761568168,79.4908573817718,6523.00981959322,96
"df",67.300190480842,122.059869514079,86.2416815780575,3111.39203730431,96
"ndai",766.419197869671,90.8283682489836,236.504181533745,10431.3393562337,97
"corr",61.6909641095418,125.91817734685,85.8968496841266,6270.73496645451,97
"df",71.1683506775522,110.647935285471,87.4162060736044,3068.5241955028,97
"ndai",746.654959688461,92.8121736908311,239.541502154445,10052.1619398342,98
"corr",58.3922667442993,110.60176202495,81.2870285195382,6594.38226581526,98
"df",79.5537470130216,103.141700131579,96.3078482337877,3153.66625701998,98
"ndai",778.619693081426,73.7126346458542,197.08281962356,10190.4846019892,99
"corr",53.3376523982484,131.436749938858,73.0867870462672,6517.97606589834,99
"df",67.2659652394839,106.409968789283,84.4178980135316,3101.41018885559,99
"ndai",734.867915639999,74.8059398734126,202.827872610637,10174.5154900864,100
"corr",50.551047367645,122.553388142271,69.0538928328948,6480.64416095369,100
"df",74.3532890203637,112.529729086369,91.3724191656322,3145.38173794511,100
