"","rf.CV","svm.CV","lr.CV"
"1",0.930927941226956,0.926533694943184,0.887843729616533
"2",0.932404133337911,0.930275670294209,0.886401867554671
"3",0.927698434496018,0.926119198022521,0.884406756385608
"4",0.932745124965669,0.927629772040648,0.889934084042845
"5",0.931131557264488,0.927114803625378,0.890174402636638
